zone,ttl,type,host,mx_priority,data,primary_ns,resp_contact,serial,refresh,retry,expire,minimum,comment,modified aaaa,0,A,@,null,127.0.0.1,null,null,0,0,0,0,0,test,0
seoultech.or.kr,0,CNAME,sysmon,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,stbs,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,CNAME,startup-teum,null,co-op.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,sslab,null,htlab.seoultech.ac.kr.,null,null,0,0,0,0,0,열전달연구실,0
seoultech.or.kr,0,CNAME,sra,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,CNAME,smse,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,yebigun,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,예비군연대본부,0
seoultech.or.kr,0,CNAME,writingclinic,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,글쓰기 클리닉 ,0
seoultech.or.kr,0,CNAME,writing-creative,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,문예창작학과,0
seoultech.or.kr,0,CNAME,withus,null,cms.seoultech.ac.kr.,null,null,0,0,0,0,0,학습동아리,0
seoultech.or.kr,0,CNAME,vd,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,시각디자인 프로그램,0
seoultech.or.kr,0,CNAME,tutor,null,cms.seoultech.ac.kr.,null,null,0,0,0,0,0,튜터링,0
seoultech.or.kr,0,CNAME,ttc,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,교직과정,0
seoultech.or.kr,0,CNAME,tpl,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,stbic,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,창업보육센터,0
seoultech.or.kr,0,CNAME,sports,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,스포츠과학과,0
seoultech.or.kr,0,CNAME,soc,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,sisul,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,signal,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,newdormitory,null,dormitory.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,nanoprobe,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,mpc,null,robust-mpc.seoultech.ac.kr.,null,null,0,0,0,0,0,이영일교수홈페이지,0
seoultech.or.kr,0,CNAME,mnews,null,newsletter.seoultech.ac.kr.,null,null,0,0,0,0,0,뉴스레터발송시스템,0
seoultech.or.kr,0,CNAME,minwon,null,min.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,minton,null,chem.seoultech.ac.kr.,null,null,0,0,0,0,0,화공생명공학과동문회,0
seoultech.or.kr,0,CNAME,media-center,null,co-op.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,mc,null,www.seoultech.ac.kr.,null,null,0,0,0,0,0,신규홈(98),0
seoultech.or.kr,0,CNAME,math,null,basic.seoultech.ac.kr.,null,null,0,0,0,0,0,교수학습개발센터,0
seoultech.or.kr,0,CNAME,sgc,null,www.seoultech.ac.kr.,null,null,0,0,0,0,0,기술경영융합대학(국제융합학부),0
seoultech.or.kr,0,CNAME,sdesigneer,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,디자인기술융합프로그램,0
seoultech.or.kr,0,CNAME,safety,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,안전공학과,0
seoultech.or.kr,0,CNAME,recruit,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,리쿠르트,0
seoultech.or.kr,0,CNAME,prof-council,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,prema,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,박민수 교수_기계시스템디자인공학과,0
seoultech.or.kr,0,CNAME,pa,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,행정학과,0
seoultech.or.kr,0,CNAME,optometry,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,안경광학과,0
seoultech.or.kr,0,CNAME,ocw1,null,cms.seoultech.ac.kr.,null,null,0,0,0,0,0,ocw,0
seoultech.or.kr,0,CNAME,nid,null,wwwgrade.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,nature,null,www.seoultech.ac.kr.,null,null,0,0,0,0,0,에너지바이오대학(자연생명과학대학),0
seoultech.or.kr,0,CNAME,mse,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,신소재공학과,0
seoultech.or.kr,0,CNAME,msde,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,MSDE프로그램,0
seoultech.or.kr,0,CNAME,msd,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,MSD프로그램,0
seoultech.or.kr,0,CNAME,metalartdesign,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,금속공예학과,0
seoultech.or.kr,0,CNAME,mech,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,기계공학 프로그램,0
seoultech.or.kr,0,CNAME,me,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,미디어IT공학프로그램,0
seoultech.or.kr,0,CNAME,mae,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,기계·자동차공학과,0
seoultech.or.kr,0,CNAME,linc,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,liberal,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,기초교육학부,0
seoultech.or.kr,0,CNAME,ipp,null,co-op.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,ipe,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,CNAME,internship,null,co-op.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,imsm,null,htlab.seoultech.ac.kr.,null,null,0,0,0,0,0,열전달연구실,0
seoultech.or.kr,0,CNAME,iihe,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,CNAME,hwangbo,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,humanstar,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,hci,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,hakg,null,hakj.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,gwack2,null,co-op.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,for-s,null,for-u.seoultech.ac.kr.,null,null,0,0,0,0,0,통합정보시스템,0
seoultech.or.kr,0,CNAME,for-a,null,for-u.seoultech.ac.kr.,null,null,0,0,0,0,0,통합정보시스템,0
seoultech.or.kr,0,CNAME,ep,null,sorry.seoultech.ac.kr.,null,null,0,0,0,0,0,장애안내페이지,0
seoultech.or.kr,0,CNAME,enterlab,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,engculture,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,CNAME,engco,null,basic.seoultech.ac.kr.,null,null,0,0,0,0,0,교수학습개발센터,0
seoultech.or.kr,0,CNAME,icee,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,공학교육혁신센터,0
seoultech.or.kr,0,CNAME,ice,null,www.seoultech.ac.kr.,null,null,0,0,0,0,0,정보통신대학,0
seoultech.or.kr,0,CNAME,iac,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,산학협력단,0
seoultech.or.kr,0,CNAME,human,null,www.seoultech.ac.kr.,null,null,0,0,0,0,0,인문사회대학,0
seoultech.or.kr,0,CNAME,house,null,domi.seoultech.ac.kr.,null,null,0,0,0,0,0,생활관-교외정보서비스,0
seoultech.or.kr,0,CNAME,health,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,보건진료소,0
seoultech.or.kr,0,CNAME,gtm,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,글로벌테크노경영프로그램,0
seoultech.or.kr,0,CNAME,gsrst,null,wwwgrade.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,gsp,null,www.seoultech.ac.kr.,null,null,0,0,0,0,0,일반대학원,0
seoultech.or.kr,0,CNAME,gsi,null,wwwgrade.seoultech.ac.kr.,null,null,0,0,0,0,0,산업대학원,0
seoultech.or.kr,0,CNAME,gsh,null,wwwgrade.seoultech.ac.kr.,null,null,0,0,0,0,0,주택대학원,0
seoultech.or.kr,0,CNAME,global,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,국제교류실,0
seoultech.or.kr,0,CNAME,gise,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,글로벌융합산업공학과,0
seoultech.or.kr,0,CNAME,gbiz,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,글로벌경영학과,0
seoultech.or.kr,0,CNAME,fund,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,발전기금,0
seoultech.or.kr,0,CNAME,food,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,식품공학과,0
seoultech.or.kr,0,CNAME,fineart,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,fchem,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,정밀화학과,0
seoultech.or.kr,0,CNAME,eteaching,null,cms.seoultech.ac.kr.,null,null,0,0,0,0,0,티칭,0
seoultech.or.kr,0,CNAME,eportfolio,null,cms.seoultech.ac.kr.,null,null,0,0,0,0,0,러닝,0
seoultech.or.kr,0,CNAME,enviro,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,환경공학과,0
seoultech.or.kr,0,CNAME,engineer,null,www.seoultech.ac.kr.,null,null,0,0,0,0,0,공과대학,0
seoultech.or.kr,0,CNAME,eng,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,영어과,0
seoultech.or.kr,0,CNAME,en,null,www.seoultech.ac.kr.,null,null,0,0,0,0,0,신규홈(98),0
seoultech.or.kr,0,CNAME,election,null,itc.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,eie,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,CNAME,edulife,null,cec.seoultech.ac.kr.,null,null,0,0,0,0,0,학사사이버교육,0
seoultech.or.kr,0,CNAME,dual,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,CNAME,dr,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,dnsm,null,co-op.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,cvlab,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,csmlab,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,csa,null,pandora.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,cs,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,crle,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,CNAME,crep,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,CNAME,cme,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,CNAME,civil-environmental,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,CNAME,chemco,null,basic.seoultech.ac.kr.,null,null,0,0,0,0,0,교수학습개발센터,0
seoultech.or.kr,0,CNAME,cfdlab,null,htlab.seoultech.ac.kr.,null,null,0,0,0,0,0,열전달연구실,0
seoultech.or.kr,0,CNAME,cae,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,cab,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,CNAME,energy,null,wwwgrade.seoultech.ac.kr.,null,null,0,0,0,0,0,에너지대학원,0
seoultech.or.kr,0,CNAME,eeme,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,전자IT미디어공학과,0
seoultech.or.kr,0,CNAME,ee,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,전자공학 프로그램,0
seoultech.or.kr,0,CNAME,design,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,디자인학과,0
seoultech.or.kr,0,CNAME,counsel,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,학생생활상담,0
seoultech.or.kr,0,CNAME,contest,null,cms.seoultech.ac.kr.,null,null,0,0,0,0,0,학습공모전,0
seoultech.or.kr,0,CNAME,computer,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,컴퓨터공학과,0
seoultech.or.kr,0,CNAME,cn,null,www.seoultech.ac.kr.,null,null,0,0,0,0,0,중국어홈페이지,0
seoultech.or.kr,0,CNAME,civil,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,건설시스템디자인공학과,0
seoultech.or.kr,0,CNAME,che,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,화공생명공학과,0
seoultech.or.kr,0,CNAME,ceramic,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,car,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,자동차공학 프로그램,0
seoultech.or.kr,0,CNAME,budget,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,예산낭비신고센터홈페이지,0
seoultech.or.kr,0,CNAME,biz,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,경영학프로그램,0
seoultech.or.kr,0,CNAME,bidl,null,square.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,asp,null,cec.seoultech.ac.kr.,null,null,0,0,0,0,0,학사사이버교육,0
seoultech.or.kr,0,CNAME,ace,null,chem.seoultech.ac.kr.,null,null,0,0,0,0,0,화공생명공학과동문회,0
seoultech.or.kr,0,CNAME,art,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,CNAME,architecture,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,건축학부-건축공학전공,0
seoultech.or.kr,0,CNAME,archidesign,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,건축학부-건축학전공(5년제),0
seoultech.or.kr,0,CNAME,and,null,www.seoultech.ac.kr.,null,null,0,0,0,0,0,조형대학,0
seoultech.or.kr,0,SOA,@,null,seoultech.ac.kr.,ns.snut.ac.kr.,root.ns.snut.ac.kr,2002033259,36000,3600,604800,36000,Auto-created by Add Zone,0
seoultech.or.kr,0,CNAME,itm,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,ITM프로그램,0
seoultech.or.kr,0,CNAME,iise,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,산업정보시스템프로그램,0
seoultech.or.kr,0,CNAME,id,null,zzz.seoultech.ac.kr.,null,null,0,0,0,0,0,공업디자인 프로그램,0
seoultech.or.kr,0,A,zzz,null,203.246.83.227,null,null,0,0,0,0,0,홈페이지,0
seoultech.or.kr,0,A,wwwgrade,null,203.246.83.226,null,null,0,0,0,0,0,대학원홈페이지,0
seoultech.or.kr,0,A,www,null,203.246.83.225,null,null,0,0,0,0,0,신규홈(98),0
seoultech.or.kr,0,A,wow,null,203.246.81.149,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,wnlab,null,117.17.199.15,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,wnl2,null,117.17.198.24,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,wnl,null,117.17.199.14,null,null,0,0,0,0,0,무선네트워크연구실,0
seoultech.or.kr,0,A,webhd,null,203.246.80.125,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,vod,null,203.246.81.130,null,null,0,0,0,0,0,교수학습개발센터,0
seoultech.or.kr,0,A,vision,null,203.246.80.142,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,vaccine,null,10.2.47.246,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,ucs,null,117.17.198.39,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,survey,null,203.246.80.202,null,null,0,0,0,0,0,기획처 설문조사,0
seoultech.or.kr,0,A,support,null,203.246.83.227,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,structure,null,203.246.81.141,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,stbson,null,203.246.83.250,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,sssf,null,203.246.83.227,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,ssk,null,121.78.88.92,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,square,null,203.246.83.230,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,spam,null,203.246.80.33,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,sorry,null,203.246.80.36,null,null,0,0,0,0,0,장애안내페이지,0
seoultech.or.kr,0,A,snutmis,null,203.246.80.121,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,snutcoop,null,203.217.206.209,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,sesf,null,203.246.83.227,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,serve,null,203.246.83.227,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,security,null,203.246.80.136,null,null,0,0,0,0,0,개인정보보호시스템,0
seoultech.or.kr,0,A,robust-mpc,null,117.17.198.17,null,null,0,0,0,0,0,이영일교수홈페이지,0
seoultech.or.kr,0,A,robot,null,117.17.183.28,null,null,0,0,0,0,0,뉴로로봇연구실_김진현,0
seoultech.or.kr,0,A,remote,null,203.246.80.67,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,portfolio,null,203.246.83.248,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,portal,null,203.246.80.41,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,plant,null,203.246.83.227,null,null,0,0,0,0,0,플랜트엔지니어링학과,0
seoultech.or.kr,0,A,pefcl,null,117.17.198.58,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,pandora,null,210.116.77.52,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,pamlab,null,220.149.124.57,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,oslab,null,117.17.184.39,null,null,0,0,0,0,0,전자IT공학과 신일훈 ,0
seoultech.or.kr,0,A,ocw,null,203.246.81.123,null,null,0,0,0,0,0,교수학습개발센터,0
seoultech.or.kr,0,A,ns2,null,203.246.80.2,null,null,0,0,0,0,0,,0
seoultech.or.kr,0,A,newsletter,null,203.246.81.65,null,null,0,0,0,0,0,뉴스레터발송시스템,0
seoultech.or.kr,0,A,newmoodle,null,203.246.83.240,null,null,0,0,0,0,0,무들(안은숙,0
